@relation banana1

@attribute x numeric
@attribute y numeric
@attribute class {1, 2}

@data
0.600,0.576,0
0.581,0.586,0
0.589,0.586,0
0.577,0.557,0
0.596,0.566,0
0.603,0.554,0
0.584,0.561,0
0.600,0.589,0
0.610,0.585,0
0.601,0.583,0
0.574,0.565,0
0.599,0.575,0
0.581,0.588,0
0.594,0.580,0
0.604,0.555,0
0.593,0.558,0
0.588,0.559,0
0.591,0.561,0
0.596,0.589,0
0.595,0.565,0
0.600,0.556,0
0.589,0.583,0
0.613,0.558,0
0.610,0.559,0
0.598,0.552,0
0.603,0.556,0
0.614,0.541,0
0.603,0.553,0
0.598,0.539,0
0.582,0.577,0
0.607,0.564,0
0.606,0.532,0
0.584,0.565,0
0.598,0.578,0
0.597,0.560,0
0.616,0.554,0
0.600,0.530,0
0.578,0.549,0
0.617,0.557,0
0.632,0.543,0
0.598,0.577,0
0.606,0.549,0
0.572,0.570,0
0.594,0.579,0
0.605,0.563,0
0.599,0.547,0
0.595,0.597,0
0.574,0.541,0
0.597,0.515,0
0.600,0.529,0
0.607,0.562,0
0.607,0.540,0
0.620,0.538,0
0.611,0.574,0
0.618,0.576,0
0.606,0.572,0
0.598,0.526,0
0.598,0.530,0
0.594,0.540,0
0.587,0.535,0
0.573,0.541,0
0.584,0.542,0
0.591,0.560,0
0.606,0.578,0
0.612,0.570,0
0.622,0.540,0
0.633,0.549,0
0.587,0.572,0
0.568,0.535,0
0.590,0.549,0
0.604,0.520,0
0.597,0.574,0
0.601,0.572,0
0.590,0.555,0
0.616,0.520,0
0.602,0.539,0
0.609,0.543,0
0.605,0.521,0
0.597,0.526,0
0.603,0.525,0
0.608,0.518,0
0.603,0.526,0
0.608,0.565,0
0.615,0.547,0
0.623,0.566,0
0.620,0.566,0
0.601,0.564,0
0.589,0.501,0
0.591,0.560,0
0.606,0.528,0
0.599,0.560,0
0.591,0.520,0
0.585,0.557,0
0.592,0.549,0
0.598,0.552,0
0.601,0.515,0
0.593,0.532,0
0.627,0.574,0
0.606,0.539,0
0.615,0.573,0
0.599,0.514,0
0.598,0.553,0
0.600,0.544,0
0.606,0.555,0
0.615,0.557,0
0.601,0.561,0
0.623,0.571,0
0.610,0.564,0
0.589,0.537,0
0.610,0.559,0
0.610,0.568,0
0.599,0.549,0
0.576,0.507,0
0.607,0.554,0
0.604,0.580,0
0.633,0.585,0
0.602,0.560,0
0.619,0.548,0
0.615,0.580,0
0.591,0.550,0
0.615,0.577,0
0.603,0.538,0
0.613,0.607,0
0.602,0.566,0
0.607,0.587,0
0.611,0.584,0
0.624,0.562,0
0.628,0.554,0
0.634,0.589,0
0.621,0.577,0
0.615,0.561,0
0.592,0.542,0
0.622,0.602,0
0.622,0.612,0
0.611,0.559,0
0.614,0.563,0
0.620,0.549,0
0.616,0.554,0
0.634,0.590,0
0.614,0.587,0
0.597,0.590,0
0.616,0.609,0
0.615,0.581,0
0.616,0.575,0
0.610,0.597,0
0.608,0.591,0
0.609,0.554,0
0.615,0.564,0
0.640,0.609,0
0.616,0.579,0
0.632,0.577,0
0.602,0.602,0
0.619,0.594,0
0.595,0.608,0
0.620,0.565,0
0.631,0.597,0
0.618,0.589,0
0.616,0.632,0
0.608,0.609,0
0.610,0.583,0
0.602,0.554,0
0.595,0.618,0
0.590,0.625,0
0.635,0.629,0
0.625,0.615,0
0.621,0.635,0
0.614,0.640,0
0.600,0.600,0
0.604,0.625,0
0.612,0.634,0
0.617,0.612,0
0.619,0.625,0
0.623,0.611,0
0.642,0.609,0
0.609,0.649,0
0.622,0.621,0
0.632,0.610,0
0.628,0.638,0
0.595,0.627,0
0.625,0.612,0
0.633,0.613,0
0.608,0.632,0
0.600,0.620,0
0.620,0.655,0
0.568,0.678,0
0.589,0.617,0
0.629,0.647,0
0.599,0.625,0
0.619,0.630,0
0.605,0.665,0
0.612,0.626,0
0.623,0.649,0
0.610,0.634,0
0.579,0.648,0
0.592,0.660,0
0.578,0.655,0
0.620,0.632,0
0.607,0.657,0
0.590,0.635,0
0.611,0.659,0
0.611,0.669,0
0.608,0.681,0
0.607,0.633,0
0.601,0.674,0
0.600,0.676,0
0.581,0.686,0
0.618,0.668,0
0.601,0.677,0
0.603,0.680,0
0.606,0.674,0
0.606,0.692,0
0.593,0.666,0
0.599,0.646,0
0.601,0.672,0
0.602,0.678,0
0.599,0.676,0
0.607,0.676,0
0.576,0.661,0
0.593,0.668,0
0.583,0.672,0
0.600,0.673,0
0.604,0.715,0
0.587,0.670,0
0.611,0.675,0
0.576,0.693,0
0.577,0.679,0
0.584,0.676,0
0.617,0.681,0
0.596,0.684,0
0.601,0.682,0
0.602,0.710,0
0.603,0.704,0
0.601,0.669,0
0.590,0.714,0
0.591,0.676,0
0.584,0.680,0
0.584,0.698,0
0.600,0.703,0
0.590,0.709,0
0.584,0.744,0
0.578,0.728,0
0.579,0.717,0
0.598,0.754,0
0.612,0.708,0
0.597,0.743,0
0.575,0.721,0
0.575,0.726,0
0.591,0.733,0
0.588,0.719,0
0.574,0.691,0
0.578,0.729,0
0.583,0.713,0
0.589,0.710,0
0.557,0.732,0
0.578,0.752,0
0.586,0.730,0
0.576,0.739,0
0.546,0.688,0
0.569,0.720,0
0.572,0.754,0
0.563,0.743,0
0.558,0.757,0
0.580,0.735,0
0.599,0.768,0
0.569,0.734,0
0.545,0.748,0
0.576,0.719,0
0.525,0.735,0
0.558,0.751,0
0.548,0.771,0
0.572,0.749,0
0.577,0.784,0
0.599,0.741,0
0.574,0.795,0
0.552,0.785,0
0.548,0.762,0
0.580,0.780,0
0.558,0.762,0
0.571,0.739,0
0.574,0.776,0
0.525,0.789,0
0.576,0.770,0
0.560,0.790,0
0.547,0.766,0
0.568,0.763,0
0.573,0.744,0
0.575,0.745,0
0.553,0.757,0
0.561,0.766,0
0.562,0.796,0
0.546,0.773,0
0.554,0.776,0
0.565,0.790,0
0.567,0.773,0
0.554,0.794,0
0.559,0.753,0
0.576,0.762,0
0.546,0.776,0
0.563,0.763,0
0.563,0.770,0
0.535,0.809,0
0.551,0.786,0
0.562,0.792,0
0.541,0.800,0
0.533,0.793,0
0.546,0.769,0
0.538,0.810,0
0.564,0.766,0
0.533,0.795,0
0.528,0.798,0
0.531,0.819,0
0.523,0.794,0
0.550,0.794,0
0.545,0.822,0
0.528,0.800,0
0.522,0.839,0
0.512,0.829,0
0.524,0.799,0
0.518,0.836,0
0.515,0.803,0
0.546,0.792,0
0.522,0.849,0
0.526,0.858,0
0.529,0.828,0
0.508,0.817,0
0.512,0.841,0
0.523,0.842,0
0.509,0.834,0
0.520,0.826,0
0.515,0.814,0
0.542,0.820,0
0.506,0.810,0
0.500,0.807,0
0.500,0.836,0
0.521,0.840,0
0.503,0.843,0
0.510,0.840,0
0.489,0.819,0
0.497,0.828,0
0.484,0.810,0
0.509,0.809,0
0.512,0.807,0
0.518,0.833,0
0.519,0.817,0
0.522,0.842,0
0.491,0.846,0
0.502,0.826,0
0.485,0.828,0
0.506,0.867,0
0.498,0.834,0
0.477,0.844,0
0.504,0.822,0
0.478,0.789,0
0.477,0.855,0
0.508,0.847,0
0.471,0.830,0
0.482,0.843,0
0.482,0.829,0
0.473,0.835,0
0.496,0.846,0
0.495,0.851,0
0.489,0.830,0
0.461,0.807,0
0.494,0.832,0
0.471,0.865,0
0.500,0.858,0
0.488,0.846,0
0.453,0.836,0
0.470,0.820,0
0.466,0.894,0
0.464,0.859,0
0.491,0.851,0
0.465,0.857,0
0.464,0.853,0
0.473,0.835,0
0.453,0.835,0
0.473,0.856,0
0.472,0.871,0
0.455,0.848,0
0.465,0.863,0
0.483,0.849,0
0.469,0.867,0
0.466,0.868,0
0.454,0.852,0
0.442,0.831,0
0.450,0.867,0
0.452,0.853,0
0.449,0.858,0
0.445,0.870,0
0.460,0.874,0
0.450,0.867,0
0.443,0.840,0
0.433,0.879,0
0.439,0.852,0
0.428,0.867,0
0.451,0.848,0
0.443,0.850,0
0.450,0.904,0
0.426,0.846,0
0.431,0.881,0
0.426,0.847,0
0.432,0.886,0
0.425,0.843,0
0.424,0.881,0
0.424,0.855,0
0.438,0.857,0
0.415,0.863,0
0.415,0.854,0
0.433,0.853,0
0.419,0.881,0
0.417,0.859,0
0.426,0.852,0
0.420,0.858,0
0.429,0.840,0
0.420,0.855,0
0.417,0.839,0
0.424,0.836,0
0.442,0.876,0
0.425,0.861,0
0.440,0.847,0
0.418,0.854,0
0.422,0.860,0
0.421,0.869,0
0.406,0.864,0
0.418,0.863,0
0.413,0.849,0
0.399,0.879,0
0.398,0.861,0
0.403,0.889,0
0.399,0.828,0
0.406,0.889,0
0.407,0.856,0
0.376,0.851,0
0.415,0.824,0
0.425,0.848,0
0.391,0.874,0
0.400,0.854,0
0.386,0.859,0
0.377,0.848,0
0.418,0.851,0
0.398,0.862,0
0.398,0.830,0
0.388,0.870,0
0.399,0.829,0
0.387,0.846,0
0.381,0.857,0
0.401,0.858,0
0.407,0.851,0
0.395,0.854,0
0.349,0.838,0
0.380,0.825,0
0.384,0.855,0
0.399,0.846,0
0.394,0.864,0
0.375,0.832,0
0.367,0.826,0
0.355,0.870,0
0.355,0.828,0
0.354,0.859,0
0.381,0.859,0
0.401,0.843,0
0.340,0.845,0
0.356,0.864,0
0.369,0.850,0
0.373,0.853,0
0.348,0.826,0
0.379,0.857,0
0.346,0.855,0
0.365,0.850,0
0.381,0.857,0
0.360,0.871,0
0.348,0.857,0
0.377,0.829,0
0.340,0.833,0
0.346,0.864,0
0.349,0.869,0
0.353,0.859,0
0.340,0.874,0
0.304,0.865,0
0.330,0.871,0
0.342,0.889,0
0.318,0.858,0
0.345,0.926,0
0.332,0.828,0
0.338,0.835,0
0.341,0.859,0
0.350,0.848,0
0.346,0.816,0
0.322,0.831,0
0.325,0.851,0
0.339,0.849,0
0.328,0.881,0
0.323,0.873,0
0.332,0.874,0
0.307,0.846,0
0.313,0.824,0
0.324,0.858,0
0.318,0.898,0
0.322,0.868,0
0.336,0.839,0
0.288,0.851,0
0.302,0.859,0
0.339,0.841,0
0.309,0.880,0
0.336,0.849,0
0.342,0.879,0
0.321,0.831,0
0.300,0.844,0
0.308,0.822,0
0.290,0.838,0
0.317,0.839,0
0.320,0.839,0
0.318,0.848,0
0.298,0.802,0
0.312,0.819,0
0.329,0.829,0
0.306,0.840,0
0.320,0.892,0
0.317,0.822,0
0.318,0.826,0
0.317,0.868,0
0.304,0.880,0
0.319,0.831,0
0.317,0.872,0
0.300,0.864,0
0.313,0.825,0
0.301,0.810,0
0.294,0.842,0
0.310,0.863,0
0.293,0.822,0
0.300,0.843,0
0.300,0.836,0
0.304,0.826,0
0.298,0.804,0
0.310,0.830,0
0.295,0.822,0
0.280,0.829,0
0.326,0.833,0
0.297,0.844,0
0.303,0.806,0
0.294,0.809,0
0.304,0.805,0
0.287,0.836,0
0.277,0.811,0
0.275,0.874,0
0.292,0.823,0
0.286,0.824,0
0.281,0.780,0
0.287,0.804,0
0.306,0.792,0
0.315,0.809,0
0.302,0.823,0
0.275,0.788,0
0.275,0.786,0
0.278,0.804,0
0.285,0.828,0
0.296,0.803,0
0.289,0.809,0
0.295,0.809,0
0.277,0.811,0
0.304,0.811,0
0.290,0.835,0
0.278,0.822,0
0.263,0.829,0
0.273,0.822,0
0.277,0.844,0
0.254,0.825,0
0.291,0.820,0
0.267,0.801,0
0.271,0.791,0
0.294,0.783,0
0.268,0.814,0
0.274,0.795,0
0.284,0.786,0
0.275,0.838,0
0.288,0.805,0
0.259,0.784,0
0.267,0.853,0
0.291,0.806,0
0.281,0.786,0
0.272,0.815,0
0.282,0.842,0
0.274,0.817,0
0.268,0.831,0
0.256,0.790,0
0.308,0.819,0
0.255,0.792,0
0.276,0.820,0
0.263,0.822,0
0.267,0.794,0
0.280,0.819,0
0.272,0.821,0
0.306,0.840,0
0.267,0.800,0
0.267,0.820,0
0.256,0.801,0
0.273,0.788,0
0.294,0.809,0
0.282,0.801,0
0.288,0.842,0
0.268,0.829,0
0.253,0.825,0
0.263,0.809,0
0.255,0.801,0
0.260,0.808,0
0.236,0.802,0
0.280,0.813,0
0.258,0.807,0
0.273,0.788,0
0.274,0.805,0
0.265,0.766,0
0.261,0.784,0
0.266,0.820,0
0.267,0.785,0
0.247,0.779,0
0.270,0.819,0
0.260,0.779,0
0.241,0.789,0
0.268,0.786,0
0.257,0.761,0
0.246,0.733,0
0.251,0.805,0
0.285,0.829,0
0.239,0.798,0
0.275,0.771,0
0.267,0.794,0
0.260,0.792,0
0.256,0.787,0
0.258,0.779,0
0.280,0.768,0
0.268,0.806,0
0.257,0.801,0
0.271,0.781,0
0.259,0.773,0
0.248,0.796,0
0.244,0.761,0
0.245,0.784,0
0.242,0.764,0
0.265,0.766,0
0.230,0.743,0
0.242,0.758,0
0.237,0.737,0
0.249,0.794,0
0.245,0.748,0
0.231,0.771,0
0.237,0.739,0
0.254,0.762,0
0.235,0.759,0
0.236,0.762,0
0.235,0.750,0
0.260,0.763,0
0.251,0.738,0
0.236,0.749,0
0.233,0.767,0
0.237,0.730,0
0.244,0.758,0
0.259,0.743,0
0.249,0.729,0
0.249,0.704,0
0.239,0.720,0
0.238,0.689,0
0.228,0.746,0
0.237,0.764,0
0.224,0.727,0
0.244,0.734,0
0.253,0.742,0
0.244,0.702,0
0.236,0.748,0
0.248,0.704,0
0.213,0.714,0
0.244,0.710,0
0.250,0.704,0
0.240,0.749,0
0.258,0.696,0
0.228,0.707,0
0.232,0.686,0
0.225,0.707,0
0.237,0.717,0
0.236,0.699,0
0.228,0.686,0
0.242,0.712,0
0.221,0.697,0
0.238,0.719,0
0.232,0.733,0
0.241,0.707,0
0.233,0.687,0
0.253,0.687,0
0.217,0.699,0
0.225,0.657,0
0.250,0.688,0
0.255,0.701,0
0.258,0.690,0
0.235,0.649,0
0.215,0.650,0
0.242,0.689,0
0.214,0.676,0
0.219,0.696,0
0.244,0.685,0
0.251,0.658,0
0.244,0.680,0
0.204,0.663,0
0.222,0.679,0
0.217,0.630,0
0.236,0.637,0
0.253,0.644,0
0.230,0.679,0
0.214,0.674,0
0.257,0.651,0
0.226,0.665,0
0.229,0.633,0
0.218,0.663,0
0.212,0.651,0
0.208,0.622,0
0.233,0.624,0
0.237,0.647,0
0.224,0.623,0
0.218,0.640,0
0.208,0.602,0
0.202,0.666,0
0.198,0.638,0
0.240,0.642,0
0.208,0.622,0
0.226,0.604,0
0.221,0.658,0
0.214,0.593,0
0.215,0.654,0
0.224,0.606,0
0.224,0.602,0
0.197,0.625,0
0.215,0.580,0
0.230,0.593,0
0.230,0.592,0
0.234,0.628,0
0.215,0.602,0
0.228,0.620,0
0.262,0.563,0
0.236,0.603,0
0.223,0.577,0
0.227,0.578,0
0.218,0.565,0
0.215,0.583,0
0.222,0.591,0
0.228,0.586,0
0.222,0.567,0
0.213,0.553,0
0.221,0.566,0
0.208,0.544,0
0.201,0.550,0
0.224,0.555,0
0.206,0.568,0
0.221,0.594,0
0.208,0.560,0
0.204,0.551,0
0.241,0.569,0
0.200,0.586,0
0.203,0.577,0
0.217,0.565,0
0.246,0.548,0
0.230,0.493,0
0.216,0.526,0
0.226,0.551,0
0.234,0.538,0
0.215,0.542,0
0.199,0.582,0
0.199,0.552,0
0.251,0.548,0
0.214,0.561,0
0.193,0.568,0
0.220,0.543,0
0.207,0.534,0
0.226,0.561,0
0.643,0.547,0
0.647,0.578,0
0.627,0.560,0
0.645,0.533,0
0.648,0.529,0
0.637,0.548,0
0.623,0.574,0
0.634,0.553,0
0.640,0.593,0
0.633,0.527,0
0.622,0.563,0
0.633,0.557,0
0.629,0.598,0
0.618,0.569,0
0.643,0.568,0
0.626,0.568,0
0.639,0.583,0
0.640,0.586,0
0.628,0.582,0
0.625,0.556,0
0.614,0.578,0
0.651,0.585,0
0.638,0.596,0
0.639,0.584,0
0.621,0.609,0
0.601,0.580,0
0.638,0.574,0
0.635,0.592,0
0.637,0.540,0
0.637,0.597,0
0.645,0.614,0
0.626,0.582,0
0.630,0.592,0
0.599,0.574,0
0.633,0.590,0
0.614,0.587,0
0.625,0.585,0
0.623,0.611,0
0.635,0.593,0
0.616,0.642,0
0.626,0.559,0
0.590,0.644,0
0.587,0.605,0
0.602,0.617,0
0.605,0.608,0
0.614,0.614,0
0.637,0.612,0
0.613,0.637,0
0.622,0.625,0
0.597,0.616,0
0.598,0.626,0
0.601,0.636,0
0.602,0.624,0
0.639,0.625,0
0.612,0.627,0
0.626,0.643,0
0.587,0.644,0
0.599,0.648,0
0.606,0.656,0
0.606,0.631,0
0.611,0.629,0
0.576,0.644,0
0.600,0.678,0
0.608,0.674,0
0.610,0.685,0
0.594,0.674,0
0.612,0.653,0
0.610,0.621,0
0.575,0.639,0
0.594,0.645,0
0.618,0.656,0
0.613,0.686,0
0.572,0.674,0
0.597,0.715,0
0.595,0.654,0
0.608,0.683,0
0.585,0.674,0
0.581,0.672,0
0.609,0.685,0
0.596,0.691,0
0.580,0.688,0
0.609,0.703,0
0.595,0.706,0
0.571,0.695,0
0.609,0.697,0
0.594,0.682,0
0.555,0.678,0
0.607,0.677,0
0.592,0.682,0
0.608,0.750,0
0.608,0.727,0
0.583,0.713,0
0.636,0.704,0
0.593,0.709,0
0.608,0.716,0
0.588,0.701,0
0.601,0.692,0
0.604,0.723,0
0.591,0.714,0
0.594,0.695,0
0.588,0.728,0
0.584,0.689,0
0.612,0.705,0
0.597,0.724,0
0.591,0.724,0
0.603,0.734,0
0.609,0.708,0
0.596,0.735,0
0.612,0.690,0
0.606,0.740,0
0.591,0.722,0
0.595,0.737,0
0.591,0.744,0
0.596,0.729,0
0.598,0.747,0
0.596,0.737,0
0.609,0.747,0
0.613,0.712,0
0.609,0.735,0
0.615,0.786,0
0.569,0.752,0
0.581,0.778,0
0.598,0.765,0
0.607,0.736,0
0.596,0.750,0
0.576,0.757,0
0.598,0.776,0
0.612,0.765,0
0.596,0.754,0
0.593,0.746,0
0.592,0.780,0
0.608,0.760,0
0.622,0.747,0
0.599,0.752,0
0.598,0.771,0
0.614,0.787,0
0.613,0.741,0
0.584,0.755,0
0.584,0.794,0
0.589,0.784,0
0.592,0.805,0
0.583,0.802,0
0.590,0.762,0
0.607,0.813,0
0.605,0.801,0
0.595,0.822,0
0.584,0.793,0
0.574,0.836,0
0.586,0.827,0
0.588,0.823,0
0.569,0.784,0
0.593,0.808,0
0.581,0.805,0
0.578,0.840,0
0.592,0.824,0
0.568,0.819,0
0.583,0.822,0
0.605,0.803,0
0.564,0.833,0
0.585,0.842,0
0.586,0.792,0
0.595,0.795,0
0.571,0.804,0
0.598,0.820,0
0.583,0.838,0
0.568,0.794,0
0.570,0.800,0
0.573,0.821,0
0.548,0.812,0
0.583,0.788,0
0.570,0.812,0
0.566,0.839,0
0.559,0.851,0
0.577,0.833,0
0.553,0.865,0
0.557,0.808,0
0.571,0.819,0
0.550,0.820,0
0.558,0.821,0
0.559,0.844,0
0.557,0.839,0
0.549,0.858,0
0.557,0.842,0
0.555,0.823,0
0.538,0.866,0
0.533,0.832,0
0.559,0.860,0
0.556,0.827,0
0.552,0.856,0
0.549,0.868,0
0.542,0.866,0
0.517,0.875,0
0.561,0.866,0
0.534,0.821,0
0.543,0.827,0
0.567,0.838,0
0.521,0.848,0
0.509,0.841,0
0.542,0.837,0
0.533,0.873,0
0.538,0.834,0
0.542,0.841,0
0.512,0.866,0
0.502,0.854,0
0.507,0.850,0
0.525,0.841,0
0.509,0.871,0
0.539,0.820,0
0.516,0.867,0
0.530,0.862,0
0.470,0.877,0
0.498,0.861,0
0.505,0.876,0
0.517,0.893,0
0.506,0.858,0
0.507,0.841,0
0.499,0.876,0
0.473,0.879,0
0.470,0.867,0
0.487,0.887,0
0.477,0.860,0
0.471,0.849,0
0.475,0.870,0
0.479,0.856,0
0.482,0.875,0
0.458,0.891,0
0.466,0.867,0
0.481,0.911,0
0.477,0.888,0
0.472,0.892,0
0.474,0.848,0
0.451,0.862,0
0.454,0.889,0
0.458,0.864,0
0.449,0.906,0
0.453,0.894,0
0.455,0.878,0
0.459,0.860,0
0.432,0.890,0
0.450,0.845,0
0.438,0.880,0
0.457,0.880,0
0.440,0.885,0
0.433,0.882,0
0.445,0.855,0
0.427,0.865,0
0.418,0.864,0
0.409,0.915,0
0.404,0.868,0
0.427,0.890,0
0.412,0.843,0
0.416,0.865,0
0.410,0.883,0
0.428,0.891,0
0.412,0.914,0
0.426,0.872,0
0.418,0.867,0
0.431,0.905,0
0.400,0.870,0
0.387,0.893,0
0.399,0.907,0
0.395,0.900,0
0.414,0.856,0
0.425,0.886,0
0.397,0.870,0
0.407,0.883,0
0.391,0.870,0
0.398,0.870,0
0.412,0.879,0
0.368,0.904,0
0.391,0.879,0
0.398,0.893,0
0.374,0.918,0
0.380,0.921,0
0.386,0.877,0
0.390,0.902,0
0.391,0.905,0
0.374,0.862,0
0.362,0.879,0
0.370,0.861,0
0.361,0.850,0
0.385,0.871,0
0.375,0.859,0
0.387,0.899,0
0.370,0.880,0
0.370,0.885,0
0.391,0.860,0
0.362,0.879,0
0.387,0.915,0
0.361,0.877,0
0.369,0.870,0
0.388,0.881,0
0.386,0.877,0
0.360,0.891,0
0.347,0.876,0
0.382,0.879,0
0.366,0.909,0
0.349,0.892,0
0.359,0.916,0
0.349,0.880,0
0.353,0.878,0
0.348,0.907,0
0.350,0.884,0
0.329,0.869,0
0.335,0.912,0
0.347,0.885,0
0.336,0.888,0
0.363,0.875,0
0.340,0.897,0
0.372,0.882,0
0.330,0.899,0
0.352,0.904,0
0.348,0.874,0
0.334,0.864,0
0.334,0.870,0
0.337,0.878,0
0.358,0.834,0
0.328,0.873,0
0.319,0.860,0
0.360,0.864,0
0.339,0.891,0
0.329,0.880,0
0.328,0.854,0
0.311,0.900,0
0.313,0.870,0
0.335,0.831,0
0.336,0.863,0
0.308,0.863,0
0.309,0.882,0
0.345,0.874,0
0.324,0.870,0
0.314,0.847,0
0.334,0.864,0
0.319,0.887,0
0.339,0.882,0
0.330,0.854,0
0.299,0.841,0
0.303,0.865,0
0.310,0.833,0
0.317,0.862,0
0.304,0.867,0
0.315,0.836,0
0.322,0.875,0
0.310,0.829,0
0.319,0.893,0
0.320,0.863,0
0.319,0.875,0
0.310,0.836,0
0.315,0.845,0
0.318,0.867,0
0.292,0.887,0
0.290,0.834,0
0.308,0.853,0
0.295,0.855,0
0.306,0.878,0
0.295,0.889,0
0.295,0.841,0
0.384,0.653,1
0.371,0.634,1
0.418,0.661,1
0.378,0.658,1
0.377,0.670,1
0.375,0.666,1
0.396,0.672,1
0.366,0.643,1
0.349,0.662,1
0.387,0.670,1
0.387,0.672,1
0.359,0.635,1
0.376,0.657,1
0.375,0.631,1
0.398,0.623,1
0.379,0.667,1
0.390,0.631,1
0.376,0.609,1
0.393,0.636,1
0.378,0.603,1
0.378,0.643,1
0.411,0.638,1
0.373,0.662,1
0.370,0.656,1
0.386,0.608,1
0.387,0.655,1
0.400,0.611,1
0.376,0.622,1
0.396,0.610,1
0.370,0.592,1
0.378,0.613,1
0.376,0.602,1
0.394,0.621,1
0.416,0.643,1
0.374,0.650,1
0.395,0.585,1
0.374,0.644,1
0.378,0.632,1
0.382,0.605,1
0.379,0.620,1
0.410,0.609,1
0.401,0.619,1
0.374,0.613,1
0.391,0.615,1
0.362,0.614,1
0.367,0.586,1
0.381,0.566,1
0.374,0.580,1
0.423,0.588,1
0.394,0.588,1
0.357,0.560,1
0.378,0.575,1
0.371,0.597,1
0.380,0.606,1
0.406,0.570,1
0.378,0.572,1
0.364,0.573,1
0.369,0.578,1
0.386,0.571,1
0.371,0.576,1
0.396,0.595,1
0.385,0.583,1
0.368,0.586,1
0.392,0.591,1
0.386,0.555,1
0.405,0.536,1
0.380,0.567,1
0.385,0.574,1
0.369,0.546,1
0.373,0.602,1
0.409,0.557,1
0.375,0.568,1
0.367,0.559,1
0.400,0.555,1
0.402,0.581,1
0.381,0.586,1
0.384,0.560,1
0.374,0.559,1
0.401,0.539,1
0.345,0.572,1
0.384,0.521,1
0.387,0.575,1
0.402,0.565,1
0.401,0.530,1
0.393,0.506,1
0.374,0.540,1
0.385,0.526,1
0.381,0.546,1
0.385,0.509,1
0.397,0.547,1
0.382,0.535,1
0.399,0.531,1
0.398,0.512,1
0.378,0.508,1
0.388,0.530,1
0.393,0.556,1
0.398,0.557,1
0.388,0.503,1
0.400,0.531,1
0.386,0.554,1
0.382,0.528,1
0.370,0.530,1
0.398,0.504,1
0.404,0.504,1
0.382,0.506,1
0.381,0.496,1
0.390,0.532,1
0.369,0.510,1
0.393,0.530,1
0.394,0.483,1
0.392,0.533,1
0.407,0.505,1
0.387,0.529,1
0.392,0.527,1
0.408,0.517,1
0.403,0.510,1
0.385,0.491,1
0.415,0.532,1
0.397,0.519,1
0.396,0.489,1
0.387,0.499,1
0.397,0.499,1
0.403,0.523,1
0.401,0.528,1
0.399,0.503,1
0.394,0.506,1
0.395,0.486,1
0.372,0.449,1
0.393,0.473,1
0.405,0.515,1
0.393,0.492,1
0.414,0.531,1
0.382,0.502,1
0.414,0.486,1
0.397,0.506,1
0.419,0.480,1
0.422,0.468,1
0.394,0.502,1
0.382,0.504,1
0.396,0.484,1
0.399,0.478,1
0.389,0.515,1
0.400,0.485,1
0.402,0.477,1
0.406,0.478,1
0.398,0.498,1
0.390,0.462,1
0.390,0.476,1
0.397,0.483,1
0.379,0.471,1
0.410,0.466,1
0.407,0.473,1
0.387,0.474,1
0.401,0.474,1
0.397,0.455,1
0.400,0.477,1
0.387,0.462,1
0.413,0.452,1
0.403,0.459,1
0.409,0.441,1
0.395,0.472,1
0.407,0.455,1
0.407,0.474,1
0.387,0.445,1
0.420,0.432,1
0.420,0.426,1
0.395,0.448,1
0.416,0.437,1
0.422,0.445,1
0.421,0.392,1
0.402,0.410,1
0.423,0.427,1
0.407,0.422,1
0.398,0.417,1
0.412,0.429,1
0.399,0.408,1
0.415,0.405,1
0.397,0.404,1
0.399,0.372,1
0.406,0.415,1
0.388,0.412,1
0.415,0.404,1
0.430,0.427,1
0.441,0.390,1
0.409,0.414,1
0.427,0.389,1
0.418,0.380,1
0.446,0.420,1
0.410,0.426,1
0.440,0.407,1
0.438,0.386,1
0.424,0.388,1
0.433,0.382,1
0.446,0.385,1
0.439,0.375,1
0.447,0.387,1
0.449,0.380,1
0.437,0.349,1
0.450,0.362,1
0.442,0.373,1
0.418,0.384,1
0.432,0.372,1
0.440,0.399,1
0.452,0.344,1
0.435,0.349,1
0.448,0.355,1
0.451,0.379,1
0.451,0.361,1
0.449,0.338,1
0.434,0.376,1
0.452,0.368,1
0.446,0.358,1
0.431,0.358,1
0.454,0.372,1
0.442,0.370,1
0.461,0.384,1
0.449,0.366,1
0.443,0.347,1
0.470,0.330,1
0.448,0.356,1
0.465,0.326,1
0.452,0.354,1
0.452,0.346,1
0.464,0.316,1
0.454,0.333,1
0.458,0.328,1
0.438,0.342,1
0.465,0.333,1
0.463,0.335,1
0.448,0.317,1
0.479,0.310,1
0.480,0.308,1
0.454,0.329,1
0.476,0.346,1
0.463,0.344,1
0.454,0.320,1
0.477,0.332,1
0.451,0.319,1
0.483,0.306,1
0.464,0.328,1
0.462,0.333,1
0.469,0.296,1
0.480,0.319,1
0.483,0.317,1
0.461,0.342,1
0.482,0.325,1
0.492,0.332,1
0.487,0.307,1
0.481,0.318,1
0.464,0.307,1
0.480,0.315,1
0.446,0.275,1
0.495,0.306,1
0.497,0.311,1
0.495,0.308,1
0.488,0.310,1
0.498,0.299,1
0.509,0.274,1
0.504,0.308,1
0.514,0.281,1
0.502,0.356,1
0.508,0.313,1
0.501,0.314,1
0.506,0.276,1
0.488,0.292,1
0.501,0.304,1
0.526,0.285,1
0.528,0.276,1
